Ore Name,ItemStack,Item ID,Display Name,Wildcard
Tubes$anyDye,1xitem.artifice.dye@3,Artifice:item.artifice.dye,Bone White,false
Tubes$anyDye,1xitem.dye@0,Botania:dye,Floral White Powder,false
Tubes$anyDye,1xitem.misc@23,ExtraBees:misc,White Dye,false
Tubes$anyDye,1xitem.gendustry.HoneyDrop@25,gendustry:HoneyDrop,White Colored Honey Drop,false
Tubes$anyDye,1xitem.projectred.exploration.lilyseed@0,ProjRed|Exploration:projectred.exploration.lilyseed,White Deviating Lily seed,false
Tubes$anyDye,1xtile.erebus.flower@13,erebus:flower,White Petal,false
alloyAdvanced,1xitem.EnrichedAlloy@0,Mekanism:EnrichedAlloy,Enriched Alloy,false
alloyBasic,1xitem.redstone@0,minecraft:redstone,Redstone,false
alloyElite,1xitem.ReinforcedAlloy@0,Mekanism:ReinforcedAlloy,Reinforced Alloy,false
alloyUltimate,1xitem.AtomicAlloy@0,Mekanism:AtomicAlloy,Atomic Alloy,false
alumiteRod,1xitem.tconstruct.ToolRod@15,TConstruct:toolRod,Alumite Tool Rod,false
antiBlock,1xtile.chisel.antiBlock@0,chisel:antiBlock,Anti Block,false
arditeRod,1xitem.tconstruct.ToolRod@11,TConstruct:toolRod,Ardite Tool Rod,false
bEnderAirBottle,1xitem.manaResource@15,Botania:manaResource,Ender Air Bottle,false
bFlask,1xitem.vial@1,Botania:vial,Alfglass Flask,false
bPlaceholder,1xitem.manaResource@11,Botania:manaResource,Crafting Placeholder,false
bRedString,1xitem.manaResource@12,Botania:manaResource,Red String,false
bVial,1xitem.vial@0,Botania:vial,Managlass Vial,false
bacon,1xitem.bacon@0,HydCraft:bacon,Bacon,false
bamboo,1xitem.grc.bamboo@0,Growthcraft|Bamboo:grc.bamboo,Bamboo,false
barsIron,1xtile.blockDarkIronBars@0,EnderIO:blockDarkIronBars,Dark Iron Bars,false
barsIron,1xtile.fenceIron@0,minecraft:iron_bars,Iron Bars,false
battery,1xitem.EnergyTablet@100,Mekanism:EnergyTablet,Energy Tablet,false
beansCocoa,1xitem.dyePowder@3,minecraft:dye,Cocoa Beans,false
beeComb,1xitem.for.beeCombs@32767,Forestry:beeCombs,(wildcard),true
beeComb,1xitem.comb@32767,MagicBees:comb,(wildcard),true
beeComb,1xitem.honeyComb@32767,ExtraBees:honeyComb,(wildcard),true
beeComb,1xitem.gendustry.HoneyComb@32767,gendustry:HoneyComb,(wildcard),true
beeQueen,1xitem.grc.bee@0,Growthcraft|Bees:grc.bee,Bee,false
beeQueen,1xitem.queenbeeItem@0,harvestcraft:queenbeeItem,Queen Bee,false
blockAdamantine,1xtile.metal.block.fantasy.block@13,Metallurgy:fantasy.block,Adamantine Block,false
blockAlduorite,1xtile.metal.block.nether.block@6,Metallurgy:nether.block,Alduorite Block,false
blockAluminium,1xtile.tconstruct.metalblock@6,TConstruct:MetalBlock,Block of Aluminum,false
blockAluminiumBrass,1xtile.tconstruct.metalblock@7,TConstruct:MetalBlock,Block of Aluminum Brass,false
blockAluminum,1xtile.tconstruct.metalblock@6,TConstruct:MetalBlock,Block of Aluminum,false
blockAluminumBrass,1xtile.tconstruct.metalblock@7,TConstruct:MetalBlock,Block of Aluminum Brass,false
blockAlumite,1xtile.tconstruct.metalblock@8,TConstruct:MetalBlock,Block of Alumite,false
blockAmordrine,1xtile.metal.block.nether.block@12,Metallurgy:nether.block,Amordrine Block,false
blockAngmallen,1xtile.metal.block.base.block@6,Metallurgy:base.block,Angmallen Block,false
blockApatite,1xtile.for.resourceStorage@0,Forestry:resourceStorage,Block of Apatite,false
blockArdite,1xtile.tconstruct.metalblock@1,TConstruct:MetalBlock,Block of Ardite,false
blockAstralSilver,1xtile.metal.block.fantasy.block@5,Metallurgy:fantasy.block,Astral Silver Block,false
blockAtlarus,1xtile.metal.block.fantasy.block@14,Metallurgy:fantasy.block,Atlarus Block,false
blockBasalt,1xtile.artifice.basalt@0,Artifice:tile.artifice.basalt,Basalt,false
blockBitumen,1xtile.metal.block.utility.block@4,Metallurgy:utility.block,Bitumen Block,false
blockBlackSteel,1xtile.metal.block.fantasy.block@3,Metallurgy:fantasy.block,Black Steel Block,false
blockBlutonium,1xtile.brMetal.0@3,BigReactors:BRMetalBlock,Blutonium Block,false
blockBrass,1xtile.metal.block.precious.block@3,Metallurgy:precious.block,Brass Block,false
blockBrass,1xtile.steamcraft:blockBrass@0,Steamcraft:blockBrass,Block of Brass,false
blockBronze,1xic2.blockMetal@2,IC2:blockMetal,Bronze Block,false
blockBronze,1xtile.for.resourceStorage@3,Forestry:resourceStorage,Block of Bronze,false
blockBronze,1xtile.thermalfoundation.storage@9,ThermalFoundation:Storage,Tinker's Alloy Block,false
blockBronze,1xtile.tconstruct.metalblock@4,TConstruct:MetalBlock,Block of Bronze,false
blockBronze,1xtile.metal.block.base.block@3,Metallurgy:base.block,Bronze Block,false
blockBronze,1xtile.BasicBlock@1,Mekanism:BasicBlock,Bronze Block,false
blockCarmot,1xtile.metal.block.fantasy.block@6,Metallurgy:fantasy.block,Carmot Block,false
blockCarpet,1xtile.chisel.carpet_block@0,chisel:carpet_block,Carpet,false
blockCelenegil,1xtile.metal.block.fantasy.block@12,Metallurgy:fantasy.block,Celenegil Block,false
blockCeruclase,1xtile.metal.block.nether.block@5,Metallurgy:nether.block,Ceruclase Block,false
blockCharcoal,1xtile.ganyssurface.charcoalBlock@0,ganyssurface:charcoalBlock,Block of Charcoal,false
blockCharcoal,1xtile.gardenstuff.stoneBlock@0,GardenStuff:stone_block,Block of Charcoal,false
blockCharcoal,1xtile.BasicBlock@3,Mekanism:BasicBlock,Charcoal Block,false
blockCharcoal,1xtile.metal.block.extra.storage.block@0,Metallurgy:extra.storage.block,Block of Charcoal,false
blockCloth,1xtile.cloth@32767,minecraft:wool,(wildcard),true
blockClothRock,1xtile.thermalexpansion.rockwool@32767,ThermalExpansion:Rockwool,(wildcard),true
blockCoal,1xtile.blockCoal@0,minecraft:coal_block,Block of Coal,false
blockCoal,1xtile.extrautils:color_blockCoal@0,ExtraUtilities:color_blockCoal,Colored Block of Coal (White Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@1,ExtraUtilities:color_blockCoal,Colored Block of Coal (Orange Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@2,ExtraUtilities:color_blockCoal,Colored Block of Coal (Magenta Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@3,ExtraUtilities:color_blockCoal,Colored Block of Coal (Light Blue Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@4,ExtraUtilities:color_blockCoal,Colored Block of Coal (Yellow Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@5,ExtraUtilities:color_blockCoal,Colored Block of Coal (Lime Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@6,ExtraUtilities:color_blockCoal,Colored Block of Coal (Pink Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@7,ExtraUtilities:color_blockCoal,Colored Block of Coal (Gray Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@8,ExtraUtilities:color_blockCoal,Colored Block of Coal (Light Gray Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@9,ExtraUtilities:color_blockCoal,Colored Block of Coal (Cyan Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@10,ExtraUtilities:color_blockCoal,Colored Block of Coal (Purple Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@11,ExtraUtilities:color_blockCoal,Colored Block of Coal (Blue Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@12,ExtraUtilities:color_blockCoal,Colored Block of Coal (Brown Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@13,ExtraUtilities:color_blockCoal,Colored Block of Coal (Green Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@14,ExtraUtilities:color_blockCoal,Colored Block of Coal (Red Frequency),false
blockCoal,1xtile.extrautils:color_blockCoal@15,ExtraUtilities:color_blockCoal,Colored Block of Coal (Black Frequency),false
blockCoalBlack,1xtile.extrautils:color_blockCoal@0,ExtraUtilities:color_blockCoal,Colored Block of Coal (White Frequency),false
blockCoalBlue,1xtile.extrautils:color_blockCoal@4,ExtraUtilities:color_blockCoal,Colored Block of Coal (Yellow Frequency),false
blockCoalBrown,1xtile.extrautils:color_blockCoal@3,ExtraUtilities:color_blockCoal,Colored Block of Coal (Light Blue Frequency),false
blockCoalCyan,1xtile.extrautils:color_blockCoal@6,ExtraUtilities:color_blockCoal,Colored Block of Coal (Pink Frequency),false
blockCoalGray,1xtile.extrautils:color_blockCoal@8,ExtraUtilities:color_blockCoal,Colored Block of Coal (Light Gray Frequency),false
blockCoalGreen,1xtile.extrautils:color_blockCoal@2,ExtraUtilities:color_blockCoal,Colored Block of Coal (Magenta Frequency),false
blockCoalLightBlue,1xtile.extrautils:color_blockCoal@12,ExtraUtilities:color_blockCoal,Colored Block of Coal (Brown Frequency),false
blockCoalLightGray,1xtile.extrautils:color_blockCoal@7,ExtraUtilities:color_blockCoal,Colored Block of Coal (Gray Frequency),false
blockCoalLime,1xtile.extrautils:color_blockCoal@10,ExtraUtilities:color_blockCoal,Colored Block of Coal (Purple Frequency),false
blockCoalMagenta,1xtile.extrautils:color_blockCoal@13,ExtraUtilities:color_blockCoal,Colored Block of Coal (Green Frequency),false
blockCoalOrange,1xtile.extrautils:color_blockCoal@14,ExtraUtilities:color_blockCoal,Colored Block of Coal (Red Frequency),false
blockCoalPink,1xtile.extrautils:color_blockCoal@9,ExtraUtilities:color_blockCoal,Colored Block of Coal (Cyan Frequency),false
blockCoalPurple,1xtile.extrautils:color_blockCoal@5,ExtraUtilities:color_blockCoal,Colored Block of Coal (Lime Frequency),false
blockCoalRed,1xtile.extrautils:color_blockCoal@1,ExtraUtilities:color_blockCoal,Colored Block of Coal (Orange Frequency),false
blockCoalWhite,1xtile.extrautils:color_blockCoal@15,ExtraUtilities:color_blockCoal,Colored Block of Coal (Black Frequency),false
blockCoalYellow,1xtile.extrautils:color_blockCoal@11,ExtraUtilities:color_blockCoal,Colored Block of Coal (Blue Frequency),false
blockCobalt,1xtile.tconstruct.metalblock@0,TConstruct:MetalBlock,Block of Cobalt,false
blockConductiveIron,1xtile.blockIngotStorage@4,EnderIO:blockIngotStorage,Conductive Iron Block,false
blockCopper,1xic2.blockMetal@0,IC2:blockMetal,Copper Block,false
blockCopper,1xtile.for.resourceStorage@1,Forestry:resourceStorage,Block of Copper,false
blockCopper,1xtile.thermalfoundation.storage@0,ThermalFoundation:Storage,Copper Block,false
blockCopper,1xtile.tconstruct.metalblock@3,TConstruct:MetalBlock,Block of Copper,false
blockCopper,1xtile.metal.block.base.block@0,Metallurgy:base.block,Copper Block,false
blockCopper,1xtile.steamcraft:blockCopper@0,Steamcraft:blockCopper,Block of Copper,false
blockCopper,1xtile.blockCopper@0,HydCraft:blockCopper,Copper Block,false
blockCopper,1xtile.BasicBlock@12,Mekanism:BasicBlock,Copper Block,false
blockCrystalFlux,1xtile.redstonearsenal.storage@1,RedstoneArsenal:Storage,Flux Crystal Block,false
blockCyanite,1xtile.brMetal.0@1,BigReactors:BRMetalBlock,Cyanite Block,false
blockDamascusSteel,1xtile.metal.block.base.block@5,Metallurgy:base.block,Damascus Steel Block,false
blockDarkSteel,1xtile.blockIngotStorage@6,EnderIO:blockIngotStorage,Dark Steel Block,false
blockDeepIron,1xtile.metal.block.fantasy.block@1,Metallurgy:fantasy.block,Deep Iron Block,false
blockDesichalkos,1xtile.metal.block.ender.block@2,Metallurgy:ender.block,Desichalkos Block,false
blockDiamond,1xtile.blockDiamond@0,minecraft:diamond_block,Block of Diamond,false
blockDraconium,1xtile.aobd.blockDraconium@0,aobd:blockDraconium,Draconium Block,false
blockElectricalSteel,1xtile.blockIngotStorage@0,EnderIO:blockIngotStorage,Electrical Steel Block,false
blockElectrum,1xtile.thermalfoundation.storage@7,ThermalFoundation:Storage,Electrum Block,false
blockElectrum,1xtile.metal.block.precious.block@4,Metallurgy:precious.block,Electrum Block,false
blockElectrumFlux,1xtile.redstonearsenal.storage@0,RedstoneArsenal:Storage,Fluxed Electrum Block,false
blockElnTungsten,1xtile.aobd.blockElnTungsten@0,aobd:blockElnTungsten,ElnTungsten Block,false
blockEmerald,1xtile.blockEmerald@0,minecraft:emerald_block,Block of Emerald,false
blockEnder,1xtile.tconstruct.metalblock@10,TConstruct:MetalBlock,Block of Solid Ender,false
blockEnderCore,1xtile.extrautils:decorativeBlock1@11,ExtraUtilities:decorativeBlock1,Ender Core,false
blockEnderObsidian,1xtile.extrautils:decorativeBlock1@1,ExtraUtilities:decorativeBlock1,Ender-infused Obsidian,false
blockEnderPearl,1xtile.ganysend.enderpearlBlock@32767,ganysend:enderpearlBlock,(wildcard),true
blockEnderium,1xtile.thermalfoundation.storage@12,ThermalFoundation:Storage,Enderium Block,false
blockEndium,1xtile.ganysend.endiumBlock@0,ganysend:endiumBlock,Block of Endium,false
blockEnergeticAlloy,1xtile.blockIngotStorage@1,EnderIO:blockIngotStorage,Energetic Alloy Block,false
blockEximite,1xtile.metal.block.ender.block@0,Metallurgy:ender.block,Eximite Block,false
blockFairy,1xtile.solid.metal.block.blockFunStuff@0,ExtraTiC:blockFunStuff,Fairy Block,false
blockGelidEnderium,1xtile.RArm.storage@0,RArm:BlockIngotStorage,§bBlock of Gelid Enderium,false
blockGlass,1xtile.glass@0,minecraft:glass,Glass,false
blockGlass,1xtile.stainedGlass@32767,minecraft:stained_glass,(wildcard),true
blockGlass,1xtile.mfr.stainedglass.block@32767,MineFactoryReloaded:stainedglass.block,(wildcard),true
blockGlass,1xtile.artifice.glasswall@0,Artifice:tile.artifice.glasswall,Basic Glass Wall,false
blockGlass,1xtile.artifice.glasswalldark@0,Artifice:tile.artifice.glasswalldark,Dark Basic Glass Wall,false
blockGlass,1xtile.artifice.glasswall@1,Artifice:tile.artifice.glasswall,Reinforced Glass Wall,false
blockGlass,1xtile.artifice.glasswalldark@1,Artifice:tile.artifice.glasswalldark,Dark Reinforced Glass Wall,false
blockGlass,1xtile.artifice.glasswall@2,Artifice:tile.artifice.glasswall,Industrial Glass Wall,false
blockGlass,1xtile.artifice.glasswalldark@2,Artifice:tile.artifice.glasswalldark,Dark Industrial Glass Wall,false
blockGlass,1xtile.artifice.glasswall@3,Artifice:tile.artifice.glasswall,Advanced Glass Wall,false
blockGlass,1xtile.artifice.glasswalldark@3,Artifice:tile.artifice.glasswalldark,Dark Advanced Glass Wall,false
blockGlass,1xtile.FlawlessGlass@0,Calculator:FlawlessGlass,Flawless Glass,false
blockGlass,1xtile.blockFusedQuartz@1,EnderIO:blockFusedQuartz,Quite Clear Glass,false
blockGlass,1xtile.GlassBlock@0,TConstruct:GlassBlock,Clear Glass,false
blockGlass,1xtile.extrautils:decorativeBlock2@0,ExtraUtilities:decorativeBlock2,Thickened Glass,false
blockGlass,1xtile.extrautils:decorativeBlock2@1,ExtraUtilities:decorativeBlock2,Edged Glass,false
blockGlass,1xtile.extrautils:decorativeBlock2@2,ExtraUtilities:decorativeBlock2,Glass Bricks,false
blockGlass,1xtile.extrautils:decorativeBlock2@3,ExtraUtilities:decorativeBlock2,Carved Glass,false
blockGlass,1xtile.extrautils:decorativeBlock2@6,ExtraUtilities:decorativeBlock2,Swirling Glass,false
blockGlass,1xtile.extrautils:decorativeBlock2@9,ExtraUtilities:decorativeBlock2,Square Glass,false
blockGlass,1xtile.ganysnether.soulGlass@32767,ganysnether:soulGlass,(wildcard),true
blockGlass,1xtile.erebus.amber@1,erebus:amber,Amber Glass,false
blockGlassBlack,1xtile.stainedGlass@15,minecraft:stained_glass,Black Stained Glass,false
blockGlassBlack,1xtile.mfr.stainedglass.block@15,MineFactoryReloaded:stainedglass.block,Stained Glass (Black),false
blockGlassBlue,1xtile.stainedGlass@11,minecraft:stained_glass,Blue Stained Glass,false
blockGlassBlue,1xtile.mfr.stainedglass.block@11,MineFactoryReloaded:stainedglass.block,Stained Glass (Blue),false
blockGlassBrown,1xtile.stainedGlass@12,minecraft:stained_glass,Brown Stained Glass,false
blockGlassBrown,1xtile.mfr.stainedglass.block@12,MineFactoryReloaded:stainedglass.block,Stained Glass (Brown),false
blockGlassBrown,1xtile.ganysnether.soulGlass@32767,ganysnether:soulGlass,(wildcard),true
blockGlassColorless,1xtile.glass@0,minecraft:glass,Glass,false
blockGlassCyan,1xtile.stainedGlass@9,minecraft:stained_glass,Cyan Stained Glass,false
blockGlassCyan,1xtile.mfr.stainedglass.block@9,MineFactoryReloaded:stainedglass.block,Stained Glass (Cyan),false
blockGlassGray,1xtile.stainedGlass@7,minecraft:stained_glass,Gray Stained Glass,false
blockGlassGray,1xtile.mfr.stainedglass.block@7,MineFactoryReloaded:stainedglass.block,Stained Glass (Gray),false
blockGlassGreen,1xtile.stainedGlass@13,minecraft:stained_glass,Green Stained Glass,false
blockGlassGreen,1xtile.mfr.stainedglass.block@13,MineFactoryReloaded:stainedglass.block,Stained Glass (Green),false
blockGlassHardened,1xtile.blockFusedQuartz@0,EnderIO:blockFusedQuartz,Fused Quartz,false
blockGlassHardened,1xtile.thermalexpansion.glass@0,ThermalExpansion:Glass,Hardened Glass,false
blockGlassHardened,1xtile.thermalexpansion.glass@1,ThermalExpansion:Glass,Hardened Lumium Glass,false
blockGlassHardenedIlluminated,1xtile.thermalexpansion.glass@1,ThermalExpansion:Glass,Hardened Lumium Glass,false
blockGlassLightBlue,1xtile.stainedGlass@3,minecraft:stained_glass,Light Blue Stained Glass,false
blockGlassLightBlue,1xtile.mfr.stainedglass.block@3,MineFactoryReloaded:stainedglass.block,Stained Glass (Light Blue),false
blockGlassLightGray,1xtile.stainedGlass@8,minecraft:stained_glass,Light Gray Stained Glass,false
blockGlassLightGray,1xtile.mfr.stainedglass.block@8,MineFactoryReloaded:stainedglass.block,Stained Glass (Light Gray),false
blockGlassLime,1xtile.stainedGlass@5,minecraft:stained_glass,Lime Stained Glass,false
blockGlassLime,1xtile.mfr.stainedglass.block@5,MineFactoryReloaded:stainedglass.block,Stained Glass (Lime),false
blockGlassMagenta,1xtile.stainedGlass@2,minecraft:stained_glass,Magenta Stained Glass,false
blockGlassMagenta,1xtile.mfr.stainedglass.block@2,MineFactoryReloaded:stainedglass.block,Stained Glass (Magenta),false
blockGlassOrange,1xtile.stainedGlass@1,minecraft:stained_glass,Orange Stained Glass,false
blockGlassOrange,1xtile.mfr.stainedglass.block@1,MineFactoryReloaded:stainedglass.block,Stained Glass (Orange),false
blockGlassPink,1xtile.stainedGlass@6,minecraft:stained_glass,Pink Stained Glass,false
blockGlassPink,1xtile.mfr.stainedglass.block@6,MineFactoryReloaded:stainedglass.block,Stained Glass (Pink),false
blockGlassPurple,1xtile.stainedGlass@10,minecraft:stained_glass,Purple Stained Glass,false
blockGlassPurple,1xtile.mfr.stainedglass.block@10,MineFactoryReloaded:stainedglass.block,Stained Glass (Purple),false
blockGlassRed,1xtile.stainedGlass@14,minecraft:stained_glass,Red Stained Glass,false
blockGlassRed,1xtile.mfr.stainedglass.block@14,MineFactoryReloaded:stainedglass.block,Stained Glass (Red),false
blockGlassSandy,1xtile.extrautils:decorativeBlock1@9,ExtraUtilities:decorativeBlock1,Sandy Glass,false
